Fiscal Year-value,Fiscal Year-alias,Month (abbv)-value,Month (abbv)-alias,SUM(Encounter Count)-alias,Citizenship Grouping,Component,Demographic,Title of Authority
2020,2020,OCT,OCT,2,El Salvador,all,Accompanied Minors,Title 8
2021,2021,SEP,SEP,3,El Salvador,all,Accompanied Minors,Title 42
2020,2020,AUG,AUG,1,El Salvador,all,Accompanied Minors,Title 42
2021,2021,JUL,JUL,3,El Salvador,all,Accompanied Minors,Title 42
2021,2021,JUN,JUN,4,El Salvador,all,Accompanied Minors,Title 42
2021,2021,MAY,MAY,4,El Salvador,all,Accompanied Minors,Title 42
2021,2021,APR,APR,2,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,8,El Salvador,all,Accompanied Minors,Title 42
2021,2021,MAR,MAR,4,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,1,El Salvador,all,Accompanied Minors,Title 42
2021,2021,FEB,FEB,1,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,1,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,1,El Salvador,all,Accompanied Minors,Title 42
2021,2021,DEC,DEC,2,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,4,El Salvador,all,Accompanied Minors,Title 42
2021,2021,NOV,NOV,2,El Salvador,all,Accompanied Minors,Title 42
2021,2021,OCT,OCT,1,El Salvador,all,Accompanied Minors,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,1,El Salvador,all,Accompanied Minors,Title 42
2019,2019,SEP,SEP,2062,El Salvador,all,FMUA,all
2020,2020,SEP,SEP,298,El Salvador,all,FMUA,all
2021,2021,SEP,SEP,4822,El Salvador,all,FMUA,all
2019,2019,AUG,AUG,3863,El Salvador,all,FMUA,all
2020,2020,AUG,AUG,173,El Salvador,all,FMUA,all
2021,2021,AUG,AUG,6548,El Salvador,all,FMUA,all
2019,2019,JUL,JUL,6987,El Salvador,all,FMUA,all
2020,2020,JUL,JUL,130,El Salvador,all,FMUA,all
2021,2021,JUL,JUL,5985,El Salvador,all,FMUA,all
2019,2019,JUN,JUN,8818,El Salvador,all,FMUA,all
2020,2020,JUN,JUN,59,El Salvador,all,FMUA,all
2021,2021,JUN,JUN,4385,El Salvador,all,FMUA,all
2019,2019,MAY,MAY,10993,El Salvador,all,FMUA,all
2020,2020,MAY,MAY,71,El Salvador,all,FMUA,all
2021,2021,MAY,MAY,3473,El Salvador,all,FMUA,all
2019,2019,APR,APR,7206,El Salvador,all,FMUA,all
2020,2020,APR,APR,52,El Salvador,all,FMUA,all
2021,2021,APR,APR,4392,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),APR,APR,2037,El Salvador,all,FMUA,all
2019,2019,MAR,MAR,5567,El Salvador,all,FMUA,all
2020,2020,MAR,MAR,325,El Salvador,all,FMUA,all
2021,2021,MAR,MAR,4133,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),MAR,MAR,1913,El Salvador,all,FMUA,all
2019,2019,FEB,FEB,2989,El Salvador,all,FMUA,all
2020,2020,FEB,FEB,301,El Salvador,all,FMUA,all
2021,2021,FEB,FEB,1849,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),FEB,FEB,1605,El Salvador,all,FMUA,all
2019,2019,JAN,JAN,2074,El Salvador,all,FMUA,all
2020,2020,JAN,JAN,396,El Salvador,all,FMUA,all
2021,2021,JAN,JAN,508,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),JAN,JAN,1362,El Salvador,all,FMUA,all
2019,2019,DEC,DEC,2078,El Salvador,all,FMUA,all
2020,2020,DEC,DEC,688,El Salvador,all,FMUA,all
2021,2021,DEC,DEC,450,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),DEC,DEC,2998,El Salvador,all,FMUA,all
2019,2019,NOV,NOV,2925,El Salvador,all,FMUA,all
2020,2020,NOV,NOV,895,El Salvador,all,FMUA,all
2021,2021,NOV,NOV,417,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),NOV,NOV,3875,El Salvador,all,FMUA,all
2019,2019,OCT,OCT,2795,El Salvador,all,FMUA,all
2020,2020,OCT,OCT,1191,El Salvador,all,FMUA,all
2021,2021,OCT,OCT,528,El Salvador,all,FMUA,all
2022 (FYTD),2022 (FYTD),OCT,OCT,4116,El Salvador,all,FMUA,all
2019,2019,SEP,SEP,2062,El Salvador,all,FMUA,Title 8
2020,2020,SEP,SEP,17,El Salvador,all,FMUA,Title 8
2021,2021,SEP,SEP,3108,El Salvador,all,FMUA,Title 8
2019,2019,AUG,AUG,3863,El Salvador,all,FMUA,Title 8
2020,2020,AUG,AUG,16,El Salvador,all,FMUA,Title 8
2021,2021,AUG,AUG,5085,El Salvador,all,FMUA,Title 8
2019,2019,JUL,JUL,6987,El Salvador,all,FMUA,Title 8
2021,2021,JUL,JUL,4662,El Salvador,all,FMUA,Title 8
2019,2019,JUN,JUN,8818,El Salvador,all,FMUA,Title 8
2020,2020,JUN,JUN,2,El Salvador,all,FMUA,Title 8
2021,2021,JUN,JUN,3234,El Salvador,all,FMUA,Title 8
2019,2019,MAY,MAY,10993,El Salvador,all,FMUA,Title 8
2020,2020,MAY,MAY,2,El Salvador,all,FMUA,Title 8
2021,2021,MAY,MAY,2523,El Salvador,all,FMUA,Title 8
2019,2019,APR,APR,7206,El Salvador,all,FMUA,Title 8
2021,2021,APR,APR,2413,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,1420,El Salvador,all,FMUA,Title 8
2019,2019,MAR,MAR,5567,El Salvador,all,FMUA,Title 8
2020,2020,MAR,MAR,241,El Salvador,all,FMUA,Title 8
2021,2021,MAR,MAR,1981,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,1347,El Salvador,all,FMUA,Title 8
2019,2019,FEB,FEB,2989,El Salvador,all,FMUA,Title 8
2020,2020,FEB,FEB,301,El Salvador,all,FMUA,Title 8
2021,2021,FEB,FEB,826,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,1148,El Salvador,all,FMUA,Title 8
2019,2019,JAN,JAN,2074,El Salvador,all,FMUA,Title 8
2020,2020,JAN,JAN,396,El Salvador,all,FMUA,Title 8
2021,2021,JAN,JAN,128,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,893,El Salvador,all,FMUA,Title 8
2019,2019,DEC,DEC,2078,El Salvador,all,FMUA,Title 8
2020,2020,DEC,DEC,688,El Salvador,all,FMUA,Title 8
2021,2021,DEC,DEC,24,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,1918,El Salvador,all,FMUA,Title 8
2019,2019,NOV,NOV,2925,El Salvador,all,FMUA,Title 8
2020,2020,NOV,NOV,895,El Salvador,all,FMUA,Title 8
2021,2021,NOV,NOV,5,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,2659,El Salvador,all,FMUA,Title 8
2019,2019,OCT,OCT,2795,El Salvador,all,FMUA,Title 8
2020,2020,OCT,OCT,1191,El Salvador,all,FMUA,Title 8
2021,2021,OCT,OCT,14,El Salvador,all,FMUA,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,2668,El Salvador,all,FMUA,Title 8
2020,2020,SEP,SEP,281,El Salvador,all,FMUA,Title 42
2021,2021,SEP,SEP,1714,El Salvador,all,FMUA,Title 42
2020,2020,AUG,AUG,157,El Salvador,all,FMUA,Title 42
2021,2021,AUG,AUG,1463,El Salvador,all,FMUA,Title 42
2020,2020,JUL,JUL,130,El Salvador,all,FMUA,Title 42
2021,2021,JUL,JUL,1323,El Salvador,all,FMUA,Title 42
2020,2020,JUN,JUN,57,El Salvador,all,FMUA,Title 42
2021,2021,JUN,JUN,1151,El Salvador,all,FMUA,Title 42
2020,2020,MAY,MAY,69,El Salvador,all,FMUA,Title 42
2021,2021,MAY,MAY,950,El Salvador,all,FMUA,Title 42
2020,2020,APR,APR,52,El Salvador,all,FMUA,Title 42
2021,2021,APR,APR,1979,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,617,El Salvador,all,FMUA,Title 42
2020,2020,MAR,MAR,84,El Salvador,all,FMUA,Title 42
2021,2021,MAR,MAR,2152,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,566,El Salvador,all,FMUA,Title 42
2021,2021,FEB,FEB,1023,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,457,El Salvador,all,FMUA,Title 42
2021,2021,JAN,JAN,380,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,469,El Salvador,all,FMUA,Title 42
2021,2021,DEC,DEC,426,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1080,El Salvador,all,FMUA,Title 42
2021,2021,NOV,NOV,412,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,1216,El Salvador,all,FMUA,Title 42
2021,2021,OCT,OCT,514,El Salvador,all,FMUA,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,1448,El Salvador,all,FMUA,Title 42
2019,2019,SEP,SEP,1133,El Salvador,all,Single Adults,all
2020,2020,SEP,SEP,1693,El Salvador,all,Single Adults,all
2021,2021,SEP,SEP,4217,El Salvador,all,Single Adults,all
2019,2019,AUG,AUG,1573,El Salvador,all,Single Adults,all
2020,2020,AUG,AUG,1156,El Salvador,all,Single Adults,all
2021,2021,AUG,AUG,4028,El Salvador,all,Single Adults,all
2019,2019,JUL,JUL,1827,El Salvador,all,Single Adults,all
2020,2020,JUL,JUL,723,El Salvador,all,Single Adults,all
2021,2021,JUL,JUL,4617,El Salvador,all,Single Adults,all
2019,2019,JUN,JUN,2353,El Salvador,all,Single Adults,all
2020,2020,JUN,JUN,444,El Salvador,all,Single Adults,all
2021,2021,JUN,JUN,5346,El Salvador,all,Single Adults,all
2019,2019,MAY,MAY,2974,El Salvador,all,Single Adults,all
2020,2020,MAY,MAY,389,El Salvador,all,Single Adults,all
2021,2021,MAY,MAY,5313,El Salvador,all,Single Adults,all
2019,2019,APR,APR,2352,El Salvador,all,Single Adults,all
2020,2020,APR,APR,479,El Salvador,all,Single Adults,all
2021,2021,APR,APR,4554,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),APR,APR,4998,El Salvador,all,Single Adults,all
2019,2019,MAR,MAR,2348,El Salvador,all,Single Adults,all
2020,2020,MAR,MAR,850,El Salvador,all,Single Adults,all
2021,2021,MAR,MAR,3758,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),MAR,MAR,5005,El Salvador,all,Single Adults,all
2019,2019,FEB,FEB,1686,El Salvador,all,Single Adults,all
2020,2020,FEB,FEB,874,El Salvador,all,Single Adults,all
2021,2021,FEB,FEB,2979,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),FEB,FEB,4401,El Salvador,all,Single Adults,all
2019,2019,JAN,JAN,1155,El Salvador,all,Single Adults,all
2020,2020,JAN,JAN,685,El Salvador,all,Single Adults,all
2021,2021,JAN,JAN,2681,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),JAN,JAN,3496,El Salvador,all,Single Adults,all
2019,2019,DEC,DEC,1414,El Salvador,all,Single Adults,all
2020,2020,DEC,DEC,945,El Salvador,all,Single Adults,all
2021,2021,DEC,DEC,3113,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),DEC,DEC,4526,El Salvador,all,Single Adults,all
2019,2019,NOV,NOV,1605,El Salvador,all,Single Adults,all
2020,2020,NOV,NOV,951,El Salvador,all,Single Adults,all
2021,2021,NOV,NOV,2882,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),NOV,NOV,4059,El Salvador,all,Single Adults,all
2019,2019,OCT,OCT,1407,El Salvador,all,Single Adults,all
2020,2020,OCT,OCT,1020,El Salvador,all,Single Adults,all
2021,2021,OCT,OCT,2148,El Salvador,all,Single Adults,all
2022 (FYTD),2022 (FYTD),OCT,OCT,4014,El Salvador,all,Single Adults,all
2019,2019,SEP,SEP,1133,El Salvador,all,Single Adults,Title 8
2020,2020,SEP,SEP,103,El Salvador,all,Single Adults,Title 8
2021,2021,SEP,SEP,205,El Salvador,all,Single Adults,Title 8
2019,2019,AUG,AUG,1573,El Salvador,all,Single Adults,Title 8
2020,2020,AUG,AUG,76,El Salvador,all,Single Adults,Title 8
2021,2021,AUG,AUG,398,El Salvador,all,Single Adults,Title 8
2019,2019,JUL,JUL,1827,El Salvador,all,Single Adults,Title 8
2020,2020,JUL,JUL,52,El Salvador,all,Single Adults,Title 8
2021,2021,JUL,JUL,345,El Salvador,all,Single Adults,Title 8
2019,2019,JUN,JUN,2353,El Salvador,all,Single Adults,Title 8
2020,2020,JUN,JUN,32,El Salvador,all,Single Adults,Title 8
2021,2021,JUN,JUN,308,El Salvador,all,Single Adults,Title 8
2019,2019,MAY,MAY,2974,El Salvador,all,Single Adults,Title 8
2020,2020,MAY,MAY,36,El Salvador,all,Single Adults,Title 8
2021,2021,MAY,MAY,306,El Salvador,all,Single Adults,Title 8
2019,2019,APR,APR,2352,El Salvador,all,Single Adults,Title 8
2020,2020,APR,APR,26,El Salvador,all,Single Adults,Title 8
2021,2021,APR,APR,245,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,667,El Salvador,all,Single Adults,Title 8
2019,2019,MAR,MAR,2348,El Salvador,all,Single Adults,Title 8
2020,2020,MAR,MAR,606,El Salvador,all,Single Adults,Title 8
2021,2021,MAR,MAR,163,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,251,El Salvador,all,Single Adults,Title 8
2019,2019,FEB,FEB,1686,El Salvador,all,Single Adults,Title 8
2020,2020,FEB,FEB,874,El Salvador,all,Single Adults,Title 8
2021,2021,FEB,FEB,130,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,231,El Salvador,all,Single Adults,Title 8
2019,2019,JAN,JAN,1155,El Salvador,all,Single Adults,Title 8
2020,2020,JAN,JAN,685,El Salvador,all,Single Adults,Title 8
2021,2021,JAN,JAN,118,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,182,El Salvador,all,Single Adults,Title 8
2019,2019,DEC,DEC,1414,El Salvador,all,Single Adults,Title 8
2020,2020,DEC,DEC,945,El Salvador,all,Single Adults,Title 8
2021,2021,DEC,DEC,117,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,199,El Salvador,all,Single Adults,Title 8
2019,2019,NOV,NOV,1605,El Salvador,all,Single Adults,Title 8
2020,2020,NOV,NOV,951,El Salvador,all,Single Adults,Title 8
2021,2021,NOV,NOV,119,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,224,El Salvador,all,Single Adults,Title 8
2019,2019,OCT,OCT,1407,El Salvador,all,Single Adults,Title 8
2020,2020,OCT,OCT,1020,El Salvador,all,Single Adults,Title 8
2021,2021,OCT,OCT,118,El Salvador,all,Single Adults,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,220,El Salvador,all,Single Adults,Title 8
2020,2020,SEP,SEP,1590,El Salvador,all,Single Adults,Title 42
2021,2021,SEP,SEP,4012,El Salvador,all,Single Adults,Title 42
2020,2020,AUG,AUG,1080,El Salvador,all,Single Adults,Title 42
2021,2021,AUG,AUG,3630,El Salvador,all,Single Adults,Title 42
2020,2020,JUL,JUL,671,El Salvador,all,Single Adults,Title 42
2021,2021,JUL,JUL,4272,El Salvador,all,Single Adults,Title 42
2020,2020,JUN,JUN,412,El Salvador,all,Single Adults,Title 42
2021,2021,JUN,JUN,5038,El Salvador,all,Single Adults,Title 42
2020,2020,MAY,MAY,353,El Salvador,all,Single Adults,Title 42
2021,2021,MAY,MAY,5007,El Salvador,all,Single Adults,Title 42
2020,2020,APR,APR,453,El Salvador,all,Single Adults,Title 42
2021,2021,APR,APR,4309,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),APR,APR,4331,El Salvador,all,Single Adults,Title 42
2020,2020,MAR,MAR,244,El Salvador,all,Single Adults,Title 42
2021,2021,MAR,MAR,3595,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),MAR,MAR,4754,El Salvador,all,Single Adults,Title 42
2021,2021,FEB,FEB,2849,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),FEB,FEB,4170,El Salvador,all,Single Adults,Title 42
2021,2021,JAN,JAN,2563,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),JAN,JAN,3314,El Salvador,all,Single Adults,Title 42
2021,2021,DEC,DEC,2996,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,4327,El Salvador,all,Single Adults,Title 42
2021,2021,NOV,NOV,2763,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),NOV,NOV,3835,El Salvador,all,Single Adults,Title 42
2021,2021,OCT,OCT,2030,El Salvador,all,Single Adults,Title 42
2022 (FYTD),2022 (FYTD),OCT,OCT,3794,El Salvador,all,Single Adults,Title 42
2019,2019,SEP,SEP,427,El Salvador,all,UC / Single Minors,all
2020,2020,SEP,SEP,228,El Salvador,all,UC / Single Minors,all
2021,2021,SEP,SEP,1907,El Salvador,all,UC / Single Minors,all
2019,2019,AUG,AUG,638,El Salvador,all,UC / Single Minors,all
2020,2020,AUG,AUG,148,El Salvador,all,UC / Single Minors,all
2021,2021,AUG,AUG,2115,El Salvador,all,UC / Single Minors,all
2019,2019,JUL,JUL,1162,El Salvador,all,UC / Single Minors,all
2020,2020,JUL,JUL,94,El Salvador,all,UC / Single Minors,all
2021,2021,JUL,JUL,2114,El Salvador,all,UC / Single Minors,all
2019,2019,JUN,JUN,1554,El Salvador,all,UC / Single Minors,all
2020,2020,JUN,JUN,38,El Salvador,all,UC / Single Minors,all
2021,2021,JUN,JUN,1846,El Salvador,all,UC / Single Minors,all
2019,2019,MAY,MAY,2167,El Salvador,all,UC / Single Minors,all
2020,2020,MAY,MAY,11,El Salvador,all,UC / Single Minors,all
2021,2021,MAY,MAY,1670,El Salvador,all,UC / Single Minors,all
2019,2019,APR,APR,1643,El Salvador,all,UC / Single Minors,all
2020,2020,APR,APR,22,El Salvador,all,UC / Single Minors,all
2021,2021,APR,APR,2094,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),APR,APR,1283,El Salvador,all,UC / Single Minors,all
2019,2019,MAR,MAR,1385,El Salvador,all,UC / Single Minors,all
2020,2020,MAR,MAR,266,El Salvador,all,UC / Single Minors,all
2021,2021,MAR,MAR,1580,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),MAR,MAR,1480,El Salvador,all,UC / Single Minors,all
2019,2019,FEB,FEB,847,El Salvador,all,UC / Single Minors,all
2020,2020,FEB,FEB,313,El Salvador,all,UC / Single Minors,all
2021,2021,FEB,FEB,770,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),FEB,FEB,1139,El Salvador,all,UC / Single Minors,all
2019,2019,JAN,JAN,574,El Salvador,all,UC / Single Minors,all
2020,2020,JAN,JAN,249,El Salvador,all,UC / Single Minors,all
2021,2021,JAN,JAN,391,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),JAN,JAN,950,El Salvador,all,UC / Single Minors,all
2019,2019,DEC,DEC,442,El Salvador,all,UC / Single Minors,all
2020,2020,DEC,DEC,306,El Salvador,all,UC / Single Minors,all
2021,2021,DEC,DEC,356,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),DEC,DEC,1346,El Salvador,all,UC / Single Minors,all
2019,2019,NOV,NOV,671,El Salvador,all,UC / Single Minors,all
2020,2020,NOV,NOV,329,El Salvador,all,UC / Single Minors,all
2021,2021,NOV,NOV,349,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),NOV,NOV,1732,El Salvador,all,UC / Single Minors,all
2019,2019,OCT,OCT,651,El Salvador,all,UC / Single Minors,all
2020,2020,OCT,OCT,369,El Salvador,all,UC / Single Minors,all
2021,2021,OCT,OCT,337,El Salvador,all,UC / Single Minors,all
2022 (FYTD),2022 (FYTD),OCT,OCT,1672,El Salvador,all,UC / Single Minors,all
2019,2019,SEP,SEP,427,El Salvador,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,152,El Salvador,all,UC / Single Minors,Title 8
2021,2021,SEP,SEP,1906,El Salvador,all,UC / Single Minors,Title 8
2019,2019,AUG,AUG,638,El Salvador,all,UC / Single Minors,Title 8
2020,2020,AUG,AUG,69,El Salvador,all,UC / Single Minors,Title 8
2021,2021,AUG,AUG,2115,El Salvador,all,UC / Single Minors,Title 8
2019,2019,JUL,JUL,1162,El Salvador,all,UC / Single Minors,Title 8
2020,2020,JUL,JUL,14,El Salvador,all,UC / Single Minors,Title 8
2021,2021,JUL,JUL,2114,El Salvador,all,UC / Single Minors,Title 8
2019,2019,JUN,JUN,1554,El Salvador,all,UC / Single Minors,Title 8
2020,2020,JUN,JUN,10,El Salvador,all,UC / Single Minors,Title 8
2021,2021,JUN,JUN,1846,El Salvador,all,UC / Single Minors,Title 8
2019,2019,MAY,MAY,2167,El Salvador,all,UC / Single Minors,Title 8
2020,2020,MAY,MAY,1,El Salvador,all,UC / Single Minors,Title 8
2021,2021,MAY,MAY,1670,El Salvador,all,UC / Single Minors,Title 8
2019,2019,APR,APR,1643,El Salvador,all,UC / Single Minors,Title 8
2020,2020,APR,APR,6,El Salvador,all,UC / Single Minors,Title 8
2021,2021,APR,APR,2093,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),APR,APR,1283,El Salvador,all,UC / Single Minors,Title 8
2019,2019,MAR,MAR,1385,El Salvador,all,UC / Single Minors,Title 8
2020,2020,MAR,MAR,246,El Salvador,all,UC / Single Minors,Title 8
2021,2021,MAR,MAR,1580,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),MAR,MAR,1480,El Salvador,all,UC / Single Minors,Title 8
2019,2019,FEB,FEB,847,El Salvador,all,UC / Single Minors,Title 8
2020,2020,FEB,FEB,313,El Salvador,all,UC / Single Minors,Title 8
2021,2021,FEB,FEB,770,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),FEB,FEB,1139,El Salvador,all,UC / Single Minors,Title 8
2019,2019,JAN,JAN,574,El Salvador,all,UC / Single Minors,Title 8
2020,2020,JAN,JAN,249,El Salvador,all,UC / Single Minors,Title 8
2021,2021,JAN,JAN,391,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),JAN,JAN,950,El Salvador,all,UC / Single Minors,Title 8
2019,2019,DEC,DEC,442,El Salvador,all,UC / Single Minors,Title 8
2020,2020,DEC,DEC,306,El Salvador,all,UC / Single Minors,Title 8
2021,2021,DEC,DEC,356,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),DEC,DEC,1345,El Salvador,all,UC / Single Minors,Title 8
2019,2019,NOV,NOV,671,El Salvador,all,UC / Single Minors,Title 8
2020,2020,NOV,NOV,329,El Salvador,all,UC / Single Minors,Title 8
2021,2021,NOV,NOV,285,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),NOV,NOV,1732,El Salvador,all,UC / Single Minors,Title 8
2019,2019,OCT,OCT,651,El Salvador,all,UC / Single Minors,Title 8
2020,2020,OCT,OCT,369,El Salvador,all,UC / Single Minors,Title 8
2021,2021,OCT,OCT,221,El Salvador,all,UC / Single Minors,Title 8
2022 (FYTD),2022 (FYTD),OCT,OCT,1672,El Salvador,all,UC / Single Minors,Title 8
2020,2020,SEP,SEP,76,El Salvador,all,UC / Single Minors,Title 42
2021,2021,SEP,SEP,1,El Salvador,all,UC / Single Minors,Title 42
2020,2020,AUG,AUG,79,El Salvador,all,UC / Single Minors,Title 42
2020,2020,JUL,JUL,80,El Salvador,all,UC / Single Minors,Title 42
2020,2020,JUN,JUN,28,El Salvador,all,UC / Single Minors,Title 42
2020,2020,MAY,MAY,10,El Salvador,all,UC / Single Minors,Title 42
2020,2020,APR,APR,16,El Salvador,all,UC / Single Minors,Title 42
2021,2021,APR,APR,1,El Salvador,all,UC / Single Minors,Title 42
2020,2020,MAR,MAR,20,El Salvador,all,UC / Single Minors,Title 42
2022 (FYTD),2022 (FYTD),DEC,DEC,1,El Salvador,all,UC / Single Minors,Title 42
2021,2021,NOV,NOV,64,El Salvador,all,UC / Single Minors,Title 42
2021,2021,OCT,OCT,116,El Salvador,all,UC / Single Minors,Title 42
2019,2019,SEP,SEP,122,El Salvador,Office of Field Operations,all,all
2020,2020,SEP,SEP,33,El Salvador,Office of Field Operations,all,all
2021,2021,SEP,SEP,95,El Salvador,Office of Field Operations,all,all
2019,2019,AUG,AUG,107,El Salvador,Office of Field Operations,all,all
2020,2020,AUG,AUG,16,El Salvador,Office of Field Operations,all,all
2021,2021,AUG,AUG,718,El Salvador,Office of Field Operations,all,all
2019,2019,JUL,JUL,138,El Salvador,Office of Field Operations,all,all
2020,2020,JUL,JUL,16,El Salvador,Office of Field Operations,all,all
2021,2021,JUL,JUL,562,El Salvador,Office of Field Operations,all,all
2019,2019,JUN,JUN,83,El Salvador,Office of Field Operations,all,all
2020,2020,JUN,JUN,13,El Salvador,Office of Field Operations,all,all
2021,2021,JUN,JUN,527,El Salvador,Office of Field Operations,all,all
2019,2019,MAY,MAY,173,El Salvador,Office of Field Operations,all,all
2020,2020,MAY,MAY,15,El Salvador,Office of Field Operations,all,all
2021,2021,MAY,MAY,411,El Salvador,Office of Field Operations,all,all
2019,2019,APR,APR,163,El Salvador,Office of Field Operations,all,all
2020,2020,APR,APR,8,El Salvador,Office of Field Operations,all,all
2021,2021,APR,APR,200,El Salvador,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),APR,APR,614,El Salvador,Office of Field Operations,all,all
2019,2019,MAR,MAR,320,El Salvador,Office of Field Operations,all,all
2020,2020,MAR,MAR,59,El Salvador,Office of Field Operations,all,all
2021,2021,MAR,MAR,52,El Salvador,Office of Field Operations,all,all
2022 (FYTD),2022 (FYTD),MAR,MAR,152,El Salvador,Office of Field Operations,all,all
2019,2019,FEB,FEB,264,El Salvador,Office of Field Operations,all,all
2020,2020,FEB,FEB,100,El Salvador,Office of Field Operations,all,all
